"route_id","route_short_name","route_type","route_url","agency_id","route_desc","route_color","route_text_color","route_long_name"
"36-4-36","36","3",,"19","Bergbus Ziegelhausen","B2A0CD","000000","HD Orthopäd. Klinik - Ziegelh. Neckarschule - Friedhof - Hirtenaue"
"36-1-36","36","3",,"19","Bergbus Ziegelhausen","B2A0CD","000000","HD Orthopäd. Klinik - Ziegelh. Neckarschule - Friedhof - Hirtenaue"
"37-11-37","37","3",,"19","Sportz.Nord - Kopfklinik - Technopark","95C23D","000000","HD Sportzentrum Nord - Kopfklinik - Bunsengymnasium West"
"37-2-37","37","3",,"19","Sportz.Nord - Kopfklinik - Technopark","95C23D","000000","HD Sportzentrum Nord - Kopfklinik - Bunsengymnasium West"
"37-1-37","37","3",,"19","Sportz.Nord - Kopfklinik - Technopark","95C23D","000000","HD Sportzentrum Nord - Kopfklinik - Bunsengymnasium West"
"37-12-37","37","3",,"19","Sportz.Nord - Kopfklinik - Technopark","95C23D","000000","HD Sportzentrum Nord - Kopfklinik - Bunsengymnasium West"
"29-308-29E","29E","3",,"19","Bismarckplatz - Boxberg","9D9D9C","000000","HD Bismarckplatz - Rohrbach - Mombertplatz - Boxberg - Mombertplatz - Rohrbach - HD Bismarckplatz"
"33-303-33E","33E","3",,"19","Emmertsgrund - Köpfel","E17600","000000","HD Emmertsgrund - Rohrbach Süd - Hasenleiser - Kirchheim West - Czernyring - HD Hbf - Bismarckplatz - Altstadt - Ziegelhausen Köpfel"
"20-12-20","20","0",,"19","Hauptbahnhof - Rathaus-Bergbahn","E17600","000000","HD Hauptbahnhof - Seegarten - Karlsplatz "
"33-305-33E","33E","3",,"19","Emmertsgrund - Köpfel","E17600","000000","HD Emmertsgrund - Rohrbach Süd - Hasenleiser - Kirchheim West - Czernyring - HD Hbf - Bismarckplatz - Altstadt - Ziegelhausen Köpfel"
"39-271-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"39-829-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"39-217-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"29-306-29E","29E","3",,"19","Bismarckplatz - Boxberg","9D9D9C","000000","HD Bismarckplatz - Rohrbach - Mombertplatz - Boxberg - Mombertplatz - Rohrbach - HD Bismarckplatz"
"33-307-33E","33E","3",,"19","Emmertsgrund - Köpfel","E17600","000000","HD Emmertsgrund - Rohrbach Süd - Hasenleiser - Kirchheim West - Czernyring - HD Hbf - Bismarckplatz - Altstadt - Ziegelhausen Köpfel"
"38-1-38","38","3",,"19","Handschuhsheim OEG Bf. - Turnerbrunnen","0097B6","FFFFFF","HD Handschuhsheim Hans-Thoma-Platz - Mühltal - Hans-Thoma-Platz"
"38-2-38","38","3",,"19","Handschuhsheim OEG Bf. - Turnerbrunnen","0097B6","FFFFFF","HD Handschuhsheim Hans-Thoma-Platz - Mühltal - Hans-Thoma-Platz"
"39-866-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"39-269-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"39-864-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"34-315-34E","34E","3",,"19","Stotz - Heidebuckelweg","9D9D9C","000000","HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
"33-301-33E","33E","3",,"19","Emmertsgrund - Köpfel","E17600","000000","HD Emmertsgrund - Rohrbach Süd - Hasenleiser - Kirchheim West - Czernyring - HD Hbf - Bismarckplatz - Altstadt - Ziegelhausen Köpfel"
"39-295-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"39-258-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"29-303-29E","29E","3",,"19","Bismarckplatz - Boxberg","9D9D9C","000000","HD Bismarckplatz - Rohrbach - Mombertplatz - Boxberg - Mombertplatz - Rohrbach - HD Bismarckplatz"
"39-827-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"31-302-31E","31E","3",,"19","Uniklinikum - Neuenheim - Uniplatz","9D9D9C","000000","HD Uniklinikum - Neuenheim - Bismarckplatz - Universitätsplatz"
"34-312-34E","34E","3",,"19","Stotz - Heidebuckelweg","9D9D9C","000000","HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
"29-305-29E","29E","3",,"19","Bismarckplatz - Boxberg","9D9D9C","000000","HD Bismarckplatz - Rohrbach - Mombertplatz - Boxberg - Mombertplatz - Rohrbach - HD Bismarckplatz"
"33-326-33E","33E","3",,"19","Emmertsgrund - Köpfel","E17600","000000","HD Emmertsgrund - Rohrbach Süd - Hasenleiser - Kirchheim West - Czernyring - HD Hbf - Bismarckplatz - Altstadt - Ziegelhausen Köpfel"
"34-317-34E","34E","3",,"19","Stotz - Heidebuckelweg","9D9D9C","000000","HD Pfaffengrund - Wieblingen - Heidelberg Hbf - Wilhelmsfeld - Heiligkreuzsteinach"
"39-861-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"39-806-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"39-235-39A","39A","3",,"19","Bismarckplatz - Königstuhl","4E2583","FFFFFF","HD Bismarckplatz - Speyererhof - EMBL - Boxberg/Kohlhof - Königstuhl"
"323-202-M3","M3","3",,"19",,"4E2583","FFFFFF","Kolbenzeil - Bismarckplatz"
"324-202-M4","M4","3",,"19",,"E30613","FFFFFF","Bismarckplatz - Heidebuckelweg"
"324-201-M4","M4","3",,"19",,"E30613","FFFFFF","Heidebuckelweg - Bismarckplatz"
"325-202-M5","M5","3",,"19",,"FFCC00","000000","S-Bahnhof Altstadt - Kirschnerstraße"
"325-201-M5","M5","3",,"19",,"FFCC00","000000","Kirschnerstraße - S-Bahnhof Altstadt"
"325-215-M5","M5","3",,"19",,"FFCC00","000000","HD Hauptbahnhof - S-Bahnhof Altstadt"
"325-204-M5","M5","3",,"19",,"FFCC00","000000","S-Bahnhof Altstadt - Kopfklinik"
"325-203-M5","M5","3",,"19",,"FFCC00","000000","Kopfklinik - S-Bahnhof Altstadt"
"33-321-33E","33E","3",,"19","Emmertsgrund - Köpfel","E17600","000000","HD Emmertsgrund - Rohrbach Süd - Hasenleiser - Kirchheim West - Czernyring - HD Hbf - Bismarckplatz - Altstadt - Ziegelhausen Köpfel"
"33-323-33E","33E","3",,"19","Emmertsgrund - Köpfel","E17600","000000","HD Emmertsgrund - Rohrbach Süd - Hasenleiser - Kirchheim West - Czernyring - HD Hbf - Bismarckplatz - Altstadt - Ziegelhausen Köpfel"
"33-322-33E","33E","3",,"19","Emmertsgrund - Köpfel","E17600","000000","HD Emmertsgrund - Rohrbach Süd - Hasenleiser - Kirchheim West - Czernyring - HD Hbf - Bismarckplatz - Altstadt - Ziegelhausen Köpfel"
"75-312-75E","75E","3",,"19","Berliner Platz - Rheingönheim","9D9D9C","000000","LU Berliner Platz - LU Hbf - Große Blies - Marienkrankenhaus - Rheingönheim Bf - Rheingönheim"
"70-2-70","70","3",,"19","A.-Kolping-Str. - Riedsaumpark - LU Rath","4A96D2","000000","LU Adolf-Kolping-Straße - Sternstraße - Friesenheim - BASF - LU Rathaus - LU Hbf"
"70-1-70","70","3",,"19","A.-Kolping-Str. - Riedsaumpark - LU Rath","4A96D2","000000","LU Adolf-Kolping-Straße - Sternstraße - Friesenheim - BASF - LU Rathaus - LU Hbf"
"74-5-74","74","3",,"19","Berliner Platz - Niederf. - LU Hbf.","83D0F5","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"76-1-76","76","3",,"19","Berliner Platz - Maudach","4E2583","FFFFFF","LU Berliner Platz - Rhein-Galerie - Große Blies - Marienkrankenhaus - Maudach"
"78-2-78","78","3",,"19","BASF - LU Bf - Maudach","4A96D2","000000","LU BASF Süd - LU Hbf - Große Blies - Gartenstadt - LU Maudach"
"76-8-76","76","3",,"19","Berliner Platz - Maudach","4E2583","FFFFFF","LU Berliner Platz - Rhein-Galerie - Große Blies - Marienkrankenhaus - Maudach"
"75-1-75","75","3",,"19","Berliner Platz - Rheingönheim","008F89","FFFFFF","LU Berliner Platz - LU Hbf - Große Blies - Marienkrankenhaus - Rheingönheim Bf - Rheingönheim"
"75-6-75","75","3",,"19","Berliner Platz - Rheingönheim","008F89","FFFFFF","LU Berliner Platz - LU Hbf - Große Blies - Marienkrankenhaus - Rheingönheim Bf - Rheingönheim"
"74-12-74","74","3",,"19","Berliner Platz - Niederf. - LU Hbf.","83D0F5","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"74-7-74","74","3",,"19","Berliner Platz - Niederf. - LU Hbf.","83D0F5","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"72-31-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"71-21-71","71","0",,"19","Notwende - LU Rathaus","A89BB1","000000","LU Notwende - Hans-Warsch-Platz - Ebertpark Süd - LU Rathaus"
"71-3-71","71","0",,"19","Notwende - LU Rathaus","A89BB1","000000","LU Notwende - Hans-Warsch-Platz - Ebertpark Süd - LU Rathaus"
"71-2-71","71","0",,"19","Notwende - LU Rathaus","A89BB1","000000","LU Notwende - Hans-Warsch-Platz - Ebertpark Süd - LU Rathaus"
"72-2-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"72-1-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"71-1-71","71","0",,"19","Notwende - LU Rathaus","A89BB1","000000","LU Notwende - Hans-Warsch-Platz - Ebertpark Süd - LU Rathaus"
"74-1-74","74","3",,"19","Berliner Platz - Niederf. - LU Hbf.","83D0F5","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"76-2-76","76","3",,"19","Berliner Platz - Maudach","4E2583","FFFFFF","LU Berliner Platz - Rhein-Galerie - Große Blies - Marienkrankenhaus - Maudach"
"73-1-73","73","3",,"19","Oggersheim Bf - Otto-Thiele-Platz","8BC5BD","000000","LU Oggersheim Bahnhof - Maudach Gemeindehaus - Marienkrankenhaus - Otto-Thiele-Platz"
"73-2-73","73","3",,"19","Oggersheim Bf - Otto-Thiele-Platz","8BC5BD","000000","LU Oggersheim Bahnhof - Maudach Gemeindehaus - Marienkrankenhaus - Otto-Thiele-Platz"
"85-2-85","85","3",,"19","Oppau - Oppau West","0069B4","FFFFFF","LU Oppau West - LU Oppau"
"85-1-85","85","3",,"19","Oppau - Oppau West","0069B4","FFFFFF","LU Oppau West - LU Oppau"
"86-2-86","86","3",,"19","Oppau - Wolfsgrube - Oppau","83D0F5","000000","LU Oppau - Wolfsgrube - Anglerstraße - LU Oppau"
"86-1-86","86","3",,"19","Oppau - Wolfsgrube - Oppau","83D0F5","000000","LU Oppau - Wolfsgrube - Anglerstraße - LU Oppau"
"78-1-78","78","3",,"19","BASF - LU Bf - Maudach","4A96D2","000000","LU BASF Süd - LU Hbf - Große Blies - Gartenstadt - LU Maudach"
"72-36-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"72-38-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"72-315-72E","72E","3",,"19","Am Herrschaftsweiher - Melm","9D9D9C","000000","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"72-313-72E","72E","3",,"19","Am Herrschaftsweiher - Melm","9D9D9C","000000","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"73-302-73E","73E","3",,"19","Oggersheim Bf - Otto-Thiele-Platz","9D9D9C","000000","LU Oggersheim Bahnhof - Maudach Gemeindehaus - Marienkrankenhaus - Otto-Thiele-Platz"
"71-22-71","71","0",,"19","Notwende - LU Rathaus","A89BB1","000000","LU Notwende - Hans-Warsch-Platz - Ebertpark Süd - LU Rathaus"
"72-22-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"72-21-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"74-834-74E","74E","3",,"19","Berliner Platz - Niederf. - LU Hbf.","9D9D9C","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"74-4-74","74","3",,"19","Berliner Platz - Niederf. - LU Hbf.","83D0F5","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"75-8-75","75","3",,"19","Berliner Platz - Rheingönheim","008F89","FFFFFF","LU Berliner Platz - LU Hbf - Große Blies - Marienkrankenhaus - Rheingönheim Bf - Rheingönheim"
"74-301-74E","74E","3",,"19","Berliner Platz - Niederf. - LU Hbf.","9D9D9C","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"76-6-76","76","3",,"19","Berliner Platz - Maudach","4E2583","FFFFFF","LU Berliner Platz - Rhein-Galerie - Große Blies - Marienkrankenhaus - Maudach"
"72-27-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"75-313-75E","75E","3",,"19","Berliner Platz - Rheingönheim","9D9D9C","000000","LU Berliner Platz - LU Hbf - Große Blies - Marienkrankenhaus - Rheingönheim Bf - Rheingönheim"
"74-309-74E","74E","3",,"19","Berliner Platz - Niederf. - LU Hbf.","9D9D9C","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"80-2-80","80","3",,"19","Mundenheim - BASF","B2A0CD","000000","Am Schwanen - BASF Süd"
"80-1-80","80","3",,"19","Mundenheim - BASF","B2A0CD","000000","BASF Süd - Am Schwanen"
"80-302-80E","80E","3",,"19","Mundenheim - BASF","9D9D9C","000000","Am Schwanen - Rohrlachstraße"
"72-91-72","72","0",,"19","Am Herrschaftsweiher - Melm","0069B4","FFFFFF","LU Ruchheim - Oderstraße - Hans-Warsch-Platz - Melm"
"74-74-74","74","3",,"19","Berliner Platz - Niederf. - LU Hbf.","83D0F5","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
"71-24-71","71","0",,"19","Notwende - LU Rathaus","A89BB1","000000","LU Notwende - Hans-Warsch-Platz - Ebertpark Süd - LU Rathaus"
"73-12-73","73","3",,"19","Oggersheim Bf - Otto-Thiele-Platz","8BC5BD","000000","LU Oggersheim Bahnhof - Maudach Gemeindehaus - Marienkrankenhaus - Otto-Thiele-Platz"
"209-203-$","E","3",,"19",,"9C9C9C","000000","Mannheimer Tor - Mühlaustraße"
"97-12-97","97","0",,"19","Berliner Platz - Londoner Ring","FFED00","000000","LU Berliner Platz - Friesenheim - Oppau - Edigheim - Pflingstweide"
"97-5-97","97","0",,"19","Berliner Platz - Londoner Ring","FFED00","000000","LU Berliner Platz - Friesenheim - Oppau - Edigheim - Pflingstweide"
"74-31-74","74","3",,"19","Berliner Platz - Niederf. - LU Hbf.","83D0F5","000000","LU Berliner Platz - Am Schwanen - Marienkrankenhaus - Niederfeld - Bayreuther Straße - LU Hauptbahnhof - LU Rathaus"
